code,presence,cross_industry_name,life_science_name,retail_name,level,name_match,category
10.3.2.7,CI LS RT,Monitor maintenance performance against targets/contracts,Monitor maintenance performance against targets/contracts,Monitor maintenance performance against targets/contracts,4,ALL_IDENTICAL,UNIVERSAL
10.3.3,CI LS RT,Perform asset maintenance,Perform asset maintenance,Perform asset maintenance,3,ALL_IDENTICAL,UNIVERSAL
10.3.3.1,CI LS RT,Perform preventative asset maintenance,Perform preventative asset maintenance,Perform preventative asset maintenance,4,ALL_IDENTICAL,UNIVERSAL
10.3.3.2,CI LS RT,Perform routine asset maintenance,Perform routine asset maintenance,Perform routine asset maintenance,4,ALL_IDENTICAL,UNIVERSAL
10.3.3.3,CI LS RT,Perform corrective asset maintenance and repairs,Perform corrective asset maintenance and repairs,Perform corrective asset maintenance and repairs,4,ALL_IDENTICAL,UNIVERSAL
10.3.3.4,CI LS RT,Identify unplanned maintenance requirements,Identify unplanned maintenance requirements,Identify unplanned maintenance requirements,4,ALL_IDENTICAL,UNIVERSAL
10.3.3.5,CI LS RT,Perform unplanned maintenance and repairs,Perform unplanned maintenance and repairs,Perform unplanned maintenance and repairs,4,ALL_IDENTICAL,UNIVERSAL
10.4,CI LS RT,Manage asset end-of-life,Dispose of assets,Dispose of assets,2,DIFFERENT,UNIVERSAL
10.4.1,CI LS RT,Develop exit strategy,Develop exit strategy,Develop exit strategy,3,ALL_IDENTICAL,UNIVERSAL
10.4.1.1,CI,Monitor useful life of assets,,,4,,CI_SPECIFIC
10.4.1.2,CI,Perform cost vs. benefit analysis for replacement,,,4,,CI_SPECIFIC
10.4.10,CI,Perform abandonment,,,3,,CI_SPECIFIC
10.4.10.1,CI,Demolish and secure,,,4,,CI_SPECIFIC
10.4.10.2,CI,Restore site,,,4,,CI_SPECIFIC
10.4.10.3,CI,Monitor site for duration of time required by regulators,,,4,,CI_SPECIFIC
10.4.10.4,CI,Prepare handover to new operator or landowner,,,4,,CI_SPECIFIC
10.4.11,CI,Perform waste and hazardous goods management,,,3,,CI_SPECIFIC
10.4.11.1,CI,Maintain material safety data sheets,,,4,,CI_SPECIFIC
10.4.11.2,CI,Maintain awareness of and communicate regulatory requirements,,,4,,CI_SPECIFIC
10.4.11.3,CI,Maintain hazardous material handling and disposal,,,4,,CI_SPECIFIC
10.4.11.4,CI,Manage compliance audits,,,4,,CI_SPECIFIC
10.4.11.5,CI,Recognize need to disposition hazardous materials/waste,,,4,,CI_SPECIFIC
10.4.11.6,CI,Determine disposition and associated processing,,,4,,CI_SPECIFIC
10.4.11.7,CI,"Manage disposition, disposal, reprocessing activities",,,4,,CI_SPECIFIC
10.4.11.8,CI,Manage documentation and reporting,,,4,,CI_SPECIFIC
10.4.2,CI LS RT,Decommission productive assets,Decommission productive assets,Decommission productive assets,3,ALL_IDENTICAL,UNIVERSAL
10.4.3,CI LS RT,Perform sale or trade,Perform sale or trade,Perform sale or trade,3,ALL_IDENTICAL,UNIVERSAL
10.4.4,CI LS RT,Manage take-back centers,Perform abandonment,Perform abandonment,3,DIFFERENT,UNIVERSAL
10.4.5,CI LS RT,Dismantle assets,Perform waste and hazardous goods management,Perform waste and hazardous goods management,3,DIFFERENT,UNIVERSAL
10.4.6,CI,Track parts,,,3,,CI_SPECIFIC
10.4.7,CI,Recycle parts,,,3,,CI_SPECIFIC
10.4.8,CI,Ship hazardous material,,,3,,CI_SPECIFIC
10.4.9,CI,Provide government reporting,,,3,,CI_SPECIFIC
11.0,CI LS RT,"Manage Enterprise Risk, Compliance, Remediation, and Resiliency","Manage Enterprise Risk, Compliance, Remediation, and Resiliency","Manage Enterprise Risk, Compliance, Remediation, and Resiliency",1,ALL_IDENTICAL,UNIVERSAL
11.1,CI LS RT,Manage enterprise risk,Manage enterprise risk,Manage enterprise risk,2,ALL_IDENTICAL,UNIVERSAL
11.1.1,CI LS RT,Establish the enterprise risk framework and policies,Establish the enterprise risk framework and policies,Establish the enterprise risk framework and policies,3,ALL_IDENTICAL,UNIVERSAL
11.1.1.1,CI LS RT,Determine risk tolerance for organization,Determine risk tolerance for organization,Determine risk tolerance for organization,4,ALL_IDENTICAL,UNIVERSAL
11.1.1.2,CI LS RT,Develop and maintain enterprise risk policies and procedures,Develop and maintain enterprise risk policies and procedures,Develop and maintain enterprise risk policies and procedures,4,ALL_IDENTICAL,UNIVERSAL
11.1.1.3,CI LS RT,Identify and implement enterprise risk management tools,Identify and implement enterprise risk management tools,Identify and implement enterprise risk management tools,4,ALL_IDENTICAL,UNIVERSAL
11.1.1.4,CI LS RT,Coordinate the sharing of risk knowledge across the organization,Coordinate the sharing of risk knowledge across the organization,Coordinate the sharing of risk knowledge across the organization,4,ALL_IDENTICAL,UNIVERSAL
11.1.1.5,CI LS RT,Prepare and report enterprise risk to executive management and board,Prepare and report enterprise risk to executive management and board,Prepare and report enterprise risk to executive management and board,4,ALL_IDENTICAL,UNIVERSAL
11.1.2,CI LS RT,Oversee and coordinate enterprise risk management activities,Oversee and coordinate enterprise risk management activities,Oversee and coordinate enterprise risk management activities,3,ALL_IDENTICAL,UNIVERSAL
11.1.2.1,CI LS RT,Identify enterprise level risks,Identify enterprise level risks,Identify enterprise level risks,4,ALL_IDENTICAL,UNIVERSAL
11.1.2.2,CI LS RT,Assess risks to determine which to mitigate,Assess risks to determine which to mitigate,Assess risks to determine which to mitigate,4,ALL_IDENTICAL,UNIVERSAL
11.1.2.3,CI LS RT,Develop risk mitigation and management strategy and integrate with existing performance management processes,Develop risk mitigation and management strategy and integrate with existing performance management processes,Develop risk mitigation and management strategy and integrate with existing performance management processes,4,ALL_IDENTICAL,UNIVERSAL
11.1.2.4,CI LS RT,Verify business unit and functional risk mitigation plans are implemented,Verify business unit and functional risk mitigation plans are implemented,Verify business unit and functional risk mitigation plans are implemented,4,ALL_IDENTICAL,UNIVERSAL
11.1.2.5,CI LS RT,Ensure risks and risk mitigation actions are monitored,Ensure risks and risk mitigation actions are monitored,Ensure risks and risk mitigation actions are monitored,4,ALL_IDENTICAL,UNIVERSAL
11.1.2.6,CI LS RT,Report on enterprise risk activities,Report on enterprise risk activities,Report on enterprise risk activities,4,ALL_IDENTICAL,UNIVERSAL
11.1.2.7,CI LS RT,Coordinate business unit and functional risk management activities,Coordinate business unit and functional risk management activities,Coordinate business unit and functional risk management activities,4,ALL_IDENTICAL,UNIVERSAL
11.1.2.8,CI LS RT,Ensure that each business unit/function follows the enterprise risk management process,Ensure that each business unit/function follows the enterprise risk management process,Ensure that each business unit/function follows the enterprise risk management process,4,ALL_IDENTICAL,UNIVERSAL
11.1.2.9,CI LS RT,Ensure that each business unit/function follows the enterprise risk reporting process,Ensure that each business unit/function follows the enterprise risk reporting process,Ensure that each business unit/function follows the enterprise risk reporting process,4,ALL_IDENTICAL,UNIVERSAL
11.1.3,CI LS RT,Manage business unit and function risk,Manage business unit and function risk,Manage business unit and function risk,3,ALL_IDENTICAL,UNIVERSAL
11.1.3.1,CI LS RT,Identify risks,Identify risks,Identify risks,4,ALL_IDENTICAL,UNIVERSAL
11.1.3.2,CI LS RT,Assess risks using enterprise risk framework policies and procedures,Assess risks using enterprise risk framework policies and procedures,Assess risks using enterprise risk framework policies and procedures,4,ALL_IDENTICAL,UNIVERSAL
11.1.3.3,CI LS RT,Develop mitigation plans for risks,Develop mitigation plans for risks,Develop mitigation plans for risks,4,ALL_IDENTICAL,UNIVERSAL
11.1.3.3.1,CI LS RT,Assess adequacy of insurance coverage,Assess adequacy of insurance coverage,Assess adequacy of insurance coverage,5,ALL_IDENTICAL,UNIVERSAL
11.1.3.4,CI LS RT,Implement mitigation plans for risks,Implement mitigation plans for risks,Implement mitigation plans for risks,4,ALL_IDENTICAL,UNIVERSAL
11.1.3.5,CI LS RT,Monitor risks,Monitor risks,Monitor risks,4,ALL_IDENTICAL,UNIVERSAL
11.1.3.6,CI LS RT,Analyze risk activities and update plans,Analyze risk activities and update plans,Analyze risk activities and update plans,4,ALL_IDENTICAL,UNIVERSAL
11.1.3.7,CI LS RT,Report on risk activities,Report on risk activities,Report on risk activities,4,ALL_IDENTICAL,UNIVERSAL
11.2,CI LS RT,Manage compliance,Manage compliance,Manage compliance,2,ALL_IDENTICAL,UNIVERSAL
11.2.1,CI LS RT,Establish compliance framework and policies,Establish compliance framework and policies,Establish compliance framework and policies,3,ALL_IDENTICAL,UNIVERSAL
11.2.1.1,CI LS RT,Develop enterprise compliance policies and procedures,Develop enterprise compliance policies and procedures,Develop enterprise compliance policies and procedures,4,ALL_IDENTICAL,UNIVERSAL
11.2.1.2,CI LS RT,Implement enterprise compliance activities,Implement enterprise compliance activities,Implement enterprise compliance activities,4,ALL_IDENTICAL,UNIVERSAL
11.2.1.3,CI LS RT,Manage internal audits,Manage internal audits,Manage internal audits,4,ALL_IDENTICAL,UNIVERSAL
11.2.1.4,CI LS RT,Maintain controls-related technologies and tools,Maintain controls-related technologies and tools,Maintain controls-related technologies and tools,4,ALL_IDENTICAL,UNIVERSAL
11.2.2,CI LS RT,Manage regulatory compliance,Manage regulatory compliance,Manage regulatory compliance,3,ALL_IDENTICAL,UNIVERSAL
11.2.2.1,CI LS RT,Develop regulatory compliance procedures,Develop regulatory compliance procedures,Develop regulatory compliance procedures,4,ALL_IDENTICAL,UNIVERSAL
11.2.2.2,CI LS RT,Identify applicable regulatory requirements,Identify applicable regulatory requirements,Identify applicable regulatory requirements,4,ALL_IDENTICAL,UNIVERSAL
11.2.2.3,CI LS RT,Monitor the regulatory environment for changing or emerging regulations,Monitor the regulatory environment for changing or emerging regulations,Monitor the regulatory environment for changing or emerging regulations,4,ALL_IDENTICAL,UNIVERSAL
11.2.2.4,CI LS RT,Assess current compliance position and identify weaknesses or shortfalls therein,Assess current compliance position and identify weaknesses or shortfalls therein,Assess current compliance position and identify weaknesses or shortfalls therein,4,ALL_IDENTICAL,UNIVERSAL
11.2.2.5,CI LS RT,Implement missing or stronger regulatory compliance controls and policies,Implement missing or stronger regulatory compliance controls and policies,Implement missing or stronger regulatory compliance controls and policies,4,ALL_IDENTICAL,UNIVERSAL
11.2.2.6,CI LS RT,Monitor and test regulatory compliance position and existing controls,Monitor and test regulatory compliance position and existing controls,Monitor and test regulatory compliance position and existing controls,4,ALL_IDENTICAL,UNIVERSAL
11.2.2.7,CI LS RT,Compile and communicate compliance scorecard(s),Compile and communicate compliance scorecard(s),Compile and communicate compliance scorecard(s),4,ALL_IDENTICAL,UNIVERSAL
11.2.2.8,CI LS RT,Compile and communicate internal and regulatory compliance reports,Compile and communicate internal and regulatory compliance reports,Compile and communicate internal and regulatory compliance reports,4,ALL_IDENTICAL,UNIVERSAL
11.2.2.9,CI LS RT,Maintain relationships with regulators as appropriate,Maintain relationships with regulators as appropriate,Maintain relationships with regulators as appropriate,4,ALL_IDENTICAL,UNIVERSAL
11.3,CI LS RT,Manage remediation efforts,Manage remediation efforts,Manage remediation efforts,2,ALL_IDENTICAL,UNIVERSAL
11.3.1,CI LS RT,Create remediation plans,Create remediation plans,Create remediation plans,3,ALL_IDENTICAL,UNIVERSAL
11.3.2,CI LS RT,Contact and confer with experts,Contact and confer with experts,Contact and confer with experts,3,ALL_IDENTICAL,UNIVERSAL
11.3.3,CI LS RT,Identify/dedicate resources,Identify/dedicate resources,Identify/dedicate resources,3,ALL_IDENTICAL,UNIVERSAL
11.3.4,CI LS RT,Investigate legal aspects,Investigate legal aspects,Investigate legal aspects,3,ALL_IDENTICAL,UNIVERSAL
11.3.5,CI LS RT,Investigate damage cause,Investigate damage cause,Investigate damage cause,3,ALL_IDENTICAL,UNIVERSAL
11.3.6,CI LS RT,Amend or create policy,Amend or create policy,Amend or create policy,3,ALL_IDENTICAL,UNIVERSAL
11.4,CI LS RT,Manage business resiliency,Manage business resiliency,Manage business resiliency,2,ALL_IDENTICAL,UNIVERSAL
11.4.1,CI LS RT,Develop the business resilience strategy,Develop the business resilience strategy,Develop the business resilience strategy,3,ALL_IDENTICAL,UNIVERSAL
11.4.2,CI LS RT,Perform continuous business operations planning,Perform continuous business operations planning,Perform continuous business operations planning,3,ALL_IDENTICAL,UNIVERSAL
11.4.3,CI LS RT,Test continuous business operations,Test continuous business operations,Test continuous business operations,3,ALL_IDENTICAL,UNIVERSAL
11.4.4,CI LS RT,Maintain continuous business operations,Maintain continuous business operations,Maintain continuous business operations,3,ALL_IDENTICAL,UNIVERSAL
11.4.5,CI LS RT,Share knowledge of specific risks across other parts of the organization,Share knowledge of specific risks across other parts of the organization,Share knowledge of specific risks across other parts of the organization,3,ALL_IDENTICAL,UNIVERSAL
12.0,CI LS RT,Manage External Relationships,Manage External Relationships,Manage External Relationships,1,ALL_IDENTICAL,UNIVERSAL
12.1,CI LS RT,Build investor relationships,Build investor relationships,Build investor relationships,2,ALL_IDENTICAL,UNIVERSAL
12.1.1,CI LS RT,"Plan, build, and manage lender relations","Plan, build, and manage lender relations","Plan, build, and manage lender relations",3,ALL_IDENTICAL,UNIVERSAL
12.1.2,CI LS RT,"Plan, build, and manage analyst relations","Plan, build, and manage analyst relations","Plan, build, and manage analyst relations",3,ALL_IDENTICAL,UNIVERSAL
12.1.3,CI LS RT,Communicate with shareholders,Communicate with shareholders,Communicate with shareholders,3,ALL_IDENTICAL,UNIVERSAL
12.2,CI LS RT,Manage government and industry relationships,Manage government and industry relationships,Manage government and industry relationships,2,ALL_IDENTICAL,UNIVERSAL
12.2.1,CI LS RT,Manage government relations,Manage government relations,Manage government relations,3,ALL_IDENTICAL,UNIVERSAL
12.2.1.1,CI LS RT,Assess relationships,Assess relationships,Assess relationships,4,ALL_IDENTICAL,UNIVERSAL
12.2.1.2,CI LS RT,Appoint responsible executives,Appoint responsible executives,Appoint responsible executives,4,ALL_IDENTICAL,UNIVERSAL
12.2.1.3,CI LS RT,Monitor relationships,Monitor relationships,Monitor relationships,4,ALL_IDENTICAL,UNIVERSAL
12.2.1.4,CI LS RT,Receive input from internal advisors,Receive input from internal advisors,Receive input from internal advisors,4,ALL_IDENTICAL,UNIVERSAL
12.2.1.5,CI LS RT,Receive input from external advisors,Receive input from external advisors,Receive input from external advisors,4,ALL_IDENTICAL,UNIVERSAL
12.2.1.6,CI LS RT,Liaise with authorities,Liaise with authorities,Liaise with authorities,4,ALL_IDENTICAL,UNIVERSAL
12.2.2,CI LS RT,Manage relations with quasi-government bodies,Manage relations with quasi-government bodies,Manage relations with quasi-government bodies,3,ALL_IDENTICAL,UNIVERSAL
12.2.2.1,CI LS RT,Establish relationships with agencies,Establish relationships with agencies,Establish relationships with agencies,4,ALL_IDENTICAL,UNIVERSAL
